image_id,group,cell,iconicness_loo,correct
Dong_0033,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0034,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0035,Dong,claude-haiku-4.5|en,0.6666666666666666,1
Dong_0036,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0037,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0038,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0039,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0040,Dong,claude-haiku-4.5|en,0.0,0
Dong_0041,Dong,claude-haiku-4.5|en,0.0,0
Dong_0042,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0043,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0044,Dong,claude-haiku-4.5|en,0.0,0
Dong_0045,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0046,Dong,claude-haiku-4.5|en,0.0,0
Dong_0047,Dong,claude-haiku-4.5|en,0.0,0
Dong_0048,Dong,claude-haiku-4.5|en,0.4444444444444444,0
Dong_0049,Dong,claude-haiku-4.5|en,0.0,0
Dong_0050,Dong,claude-haiku-4.5|en,0.4444444444444444,0
Dong_0051,Dong,claude-haiku-4.5|en,0.0,0
Dong_0052,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0053,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0054,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0055,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0056,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0057,Dong,claude-haiku-4.5|en,0.0,0
Dong_0058,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0059,Dong,claude-haiku-4.5|en,0.0,0
Dong_0060,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0061,Dong,claude-haiku-4.5|en,0.6666666666666666,0
Dong_0062,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0063,Dong,claude-haiku-4.5|en,0.0,0
Dong_0064,Dong,claude-haiku-4.5|en,0.0,0
Dong_0065,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0066,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0067,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0068,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0069,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0070,Dong,claude-haiku-4.5|en,0.0,0
Dong_0071,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0072,Dong,claude-haiku-4.5|en,0.0,0
Dong_0073,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0074,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0075,Dong,claude-haiku-4.5|en,0.0,0
Dong_0076,Dong,claude-haiku-4.5|en,0.0,0
Dong_0077,Dong,claude-haiku-4.5|en,0.0,0
Dong_0078,Dong,claude-haiku-4.5|en,0.0,0
Dong_0079,Dong,claude-haiku-4.5|en,0.5555555555555556,0
Dong_0080,Dong,claude-haiku-4.5|en,0.0,0
Dong_0081,Dong,claude-haiku-4.5|en,0.0,0
Dong_0082,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0083,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0084,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0085,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0086,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0087,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0088,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0089,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0090,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0091,Dong,claude-haiku-4.5|en,0.0,0
Dong_0092,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0093,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0094,Dong,claude-haiku-4.5|en,0.0,0
Dong_0095,Dong,claude-haiku-4.5|en,0.0,0
Dong_0096,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0097,Dong,claude-haiku-4.5|en,0.0,0
Dong_0098,Dong,claude-haiku-4.5|en,0.0,0
Dong_0099,Dong,claude-haiku-4.5|en,0.0,0
Dong_0100,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0101,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0102,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0103,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0104,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0105,Dong,claude-haiku-4.5|en,0.0,0
Dong_0106,Dong,claude-haiku-4.5|en,0.0,0
Dong_0107,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0108,Dong,claude-haiku-4.5|en,0.0,0
Dong_0109,Dong,claude-haiku-4.5|en,0.0,1
Dong_0110,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0111,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0112,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0113,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0114,Dong,claude-haiku-4.5|en,0.0,0
Dong_0115,Dong,claude-haiku-4.5|en,0.0,0
Dong_0116,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0117,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0118,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0119,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0120,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0121,Dong,claude-haiku-4.5|en,0.0,0
Dong_0122,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0123,Dong,claude-haiku-4.5|en,0.0,0
Dong_0124,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0125,Dong,claude-haiku-4.5|en,0.0,0
Dong_0126,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0127,Dong,claude-haiku-4.5|en,0.0,0
Dong_0128,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0129,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0130,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0131,Dong,claude-haiku-4.5|en,0.0,0
Dong_0132,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0133,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0134,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0135,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0136,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0137,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0138,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0139,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0140,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0141,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0142,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0143,Dong,claude-haiku-4.5|en,0.0,0
Dong_0144,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0145,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0146,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0147,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0148,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0149,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0150,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0151,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0152,Dong,claude-haiku-4.5|en,0.0,0
Dong_0153,Dong,claude-haiku-4.5|en,0.0,0
Dong_0154,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0155,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0156,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0157,Dong,claude-haiku-4.5|en,0.0,0
Dong_0158,Dong,claude-haiku-4.5|en,0.0,0
Dong_0159,Dong,claude-haiku-4.5|en,0.0,0
Dong_0160,Dong,claude-haiku-4.5|en,0.0,0
Dong_0161,Dong,claude-haiku-4.5|en,0.0,0
Dong_0162,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0163,Dong,claude-haiku-4.5|en,0.0,0
Dong_0164,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0165,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0166,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0167,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0168,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0169,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0170,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0171,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0172,Dong,claude-haiku-4.5|en,0.0,0
Dong_0173,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0174,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0175,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0176,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0177,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0178,Dong,claude-haiku-4.5|en,0.0,0
Dong_0179,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0180,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0181,Dong,claude-haiku-4.5|en,0.0,0
Dong_0182,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0183,Dong,claude-haiku-4.5|en,0.0,0
Dong_0184,Dong,claude-haiku-4.5|en,0.0,0
Dong_0185,Dong,claude-haiku-4.5|en,0.0,0
Dong_0186,Dong,claude-haiku-4.5|en,0.0,0
Dong_0187,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0188,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0189,Dong,claude-haiku-4.5|en,0.0,0
Dong_0190,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0191,Dong,claude-haiku-4.5|en,0.0,0
Dong_0192,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0193,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0194,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0195,Dong,claude-haiku-4.5|en,0.0,0
Dong_0196,Dong,claude-haiku-4.5|en,0.0,0
Dong_0197,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0198,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0199,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0200,Dong,claude-haiku-4.5|en,0.0,0
Dong_0201,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0202,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0203,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0204,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0205,Dong,claude-haiku-4.5|en,0.0,0
Dong_0206,Dong,claude-haiku-4.5|en,0.0,0
Dong_0207,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0208,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0209,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0210,Dong,claude-haiku-4.5|en,0.0,0
Dong_0211,Dong,claude-haiku-4.5|en,0.0,0
Dong_0212,Dong,claude-haiku-4.5|en,0.0,0
Dong_0213,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0214,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0215,Dong,claude-haiku-4.5|en,0.0,0
Dong_0216,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0217,Dong,claude-haiku-4.5|en,0.0,0
Dong_0218,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0219,Dong,claude-haiku-4.5|en,0.0,0
Dong_0220,Dong,claude-haiku-4.5|en,0.0,0
Dong_0221,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0222,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0223,Dong,claude-haiku-4.5|en,0.5555555555555556,0
Dong_0224,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0225,Dong,claude-haiku-4.5|en,0.0,0
Dong_0226,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0227,Dong,claude-haiku-4.5|en,0.0,0
Dong_0228,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0229,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0230,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0231,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0232,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0233,Dong,claude-haiku-4.5|en,0.4444444444444444,0
Dong_0234,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0235,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0236,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0237,Dong,claude-haiku-4.5|en,0.0,0
Dong_0238,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0239,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0240,Dong,claude-haiku-4.5|en,0.0,0
Dong_0241,Dong,claude-haiku-4.5|en,0.0,0
Dong_0242,Dong,claude-haiku-4.5|en,0.0,0
Dong_0243,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0244,Dong,claude-haiku-4.5|en,0.0,0
Dong_0245,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0246,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0247,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0248,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0249,Dong,claude-haiku-4.5|en,0.0,0
Dong_0250,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0251,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0252,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0253,Dong,claude-haiku-4.5|en,0.0,0
Dong_0254,Dong,claude-haiku-4.5|en,0.0,0
Dong_0255,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0256,Dong,claude-haiku-4.5|en,0.0,0
Dong_0257,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0258,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0259,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0260,Dong,claude-haiku-4.5|en,0.0,0
Dong_0261,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0262,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0263,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0264,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0265,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0266,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0267,Dong,claude-haiku-4.5|en,0.0,0
Dong_0268,Dong,claude-haiku-4.5|en,0.0,0
Dong_0269,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0270,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0271,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0272,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0273,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0274,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0275,Dong,claude-haiku-4.5|en,0.0,0
Dong_0276,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0277,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0278,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0279,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0280,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0281,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0282,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0283,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0284,Dong,claude-haiku-4.5|en,0.0,0
Dong_0285,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0286,Dong,claude-haiku-4.5|en,0.0,0
Dong_0287,Dong,claude-haiku-4.5|en,0.0,0
Dong_0288,Dong,claude-haiku-4.5|en,0.0,0
Dong_0289,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0290,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0291,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0292,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0293,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0294,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0295,Dong,claude-haiku-4.5|en,0.0,0
Dong_0296,Dong,claude-haiku-4.5|en,0.0,0
Dong_0297,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0298,Dong,claude-haiku-4.5|en,0.0,0
Dong_0299,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0300,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0301,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0302,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0303,Dong,claude-haiku-4.5|en,0.0,1
Dong_0304,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0305,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0306,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0307,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0308,Dong,claude-haiku-4.5|en,0.0,0
Dong_0309,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0310,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0311,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0312,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0313,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0314,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0315,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0316,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0317,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0318,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0319,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0320,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0321,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0322,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0323,Dong,claude-haiku-4.5|en,0.0,0
Dong_0324,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0325,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0326,Dong,claude-haiku-4.5|en,0.0,0
Dong_0327,Dong,claude-haiku-4.5|en,0.0,0
Dong_0328,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0329,Dong,claude-haiku-4.5|en,0.0,0
Dong_0330,Dong,claude-haiku-4.5|en,0.0,0
Dong_0331,Dong,claude-haiku-4.5|en,0.0,0
Dong_0332,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0333,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0334,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0335,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0336,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0337,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0338,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0339,Dong,claude-haiku-4.5|en,0.0,0
Dong_0340,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0341,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0342,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0343,Dong,claude-haiku-4.5|en,0.0,0
Dong_0344,Dong,claude-haiku-4.5|en,0.0,0
Dong_0345,Dong,claude-haiku-4.5|en,0.0,0
Dong_0346,Dong,claude-haiku-4.5|en,0.4444444444444444,0
Dong_0347,Dong,claude-haiku-4.5|en,0.0,0
Dong_0348,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0349,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0350,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0351,Dong,claude-haiku-4.5|en,0.0,0
Dong_0352,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0353,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0354,Dong,claude-haiku-4.5|en,0.6666666666666666,1
Dong_0355,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0356,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0357,Dong,claude-haiku-4.5|en,0.0,0
Dong_0358,Dong,claude-haiku-4.5|en,0.0,0
Dong_0359,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0360,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0361,Dong,claude-haiku-4.5|en,0.0,1
Dong_0362,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0363,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0364,Dong,claude-haiku-4.5|en,0.0,0
Dong_0365,Dong,claude-haiku-4.5|en,0.0,0
Dong_0366,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0367,Dong,claude-haiku-4.5|en,0.0,0
Dong_0368,Dong,claude-haiku-4.5|en,0.0,0
Dong_0369,Dong,claude-haiku-4.5|en,0.0,1
Dong_0370,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0371,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0372,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0373,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0374,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0375,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0376,Dong,claude-haiku-4.5|en,0.0,0
Dong_0377,Dong,claude-haiku-4.5|en,0.0,0
Dong_0378,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0379,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0380,Dong,claude-haiku-4.5|en,0.0,0
Dong_0381,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0382,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0383,Dong,claude-haiku-4.5|en,0.0,0
Dong_0384,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0385,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0386,Dong,claude-haiku-4.5|en,0.0,0
Dong_0387,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0388,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0389,Dong,claude-haiku-4.5|en,0.5555555555555556,0
Dong_0390,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0391,Dong,claude-haiku-4.5|en,0.0,0
Dong_0392,Dong,claude-haiku-4.5|en,0.0,0
Dong_0393,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0394,Dong,claude-haiku-4.5|en,0.0,0
Dong_0395,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0396,Dong,claude-haiku-4.5|en,0.2222222222222222,1
Dong_0397,Dong,claude-haiku-4.5|en,0.3333333333333333,0
Dong_0398,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0399,Dong,claude-haiku-4.5|en,0.1111111111111111,1
Dong_0400,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0401,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0402,Dong,claude-haiku-4.5|en,0.2222222222222222,0
Dong_0403,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0404,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0405,Dong,claude-haiku-4.5|en,0.0,0
Dong_0406,Dong,claude-haiku-4.5|en,0.0,0
Dong_0407,Dong,claude-haiku-4.5|en,0.0,0
Dong_0408,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0409,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0410,Dong,claude-haiku-4.5|en,0.0,0
Dong_0411,Dong,claude-haiku-4.5|en,0.0,0
Dong_0412,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0413,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0414,Dong,claude-haiku-4.5|en,0.0,0
Dong_0415,Dong,claude-haiku-4.5|en,0.3333333333333333,1
Dong_0416,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0417,Dong,claude-haiku-4.5|en,0.1111111111111111,0
Dong_0418,Dong,claude-haiku-4.5|en,0.1111111111111111,0
